%Column 1: Y (Response)
%Columns 2-51: X (covariates from which the true model is constructed)  

0.7079,-1.3452,-0.10244,-1.544,1.7921,-0.26447,0.71285,0.010686,0.0273,-2.1067,-0.97868,0.83211,1.3635,0.64987,1.7016,0.024312,-0.98895,0.010261,-0.27077,1.0232,1.6771,0.3881,1.9627,0.93457,-0.78622,-0.478,-0.097763,0.50134,0.26919,2.0909,-0.014446,-0.60686,-0.1067,1.7853,1.4316,2.0136,1.5002,-1.3382,0.081904,1.7617,-0.38318,2.1384,-0.52962,1.7371,-0.71294,1.4257,-0.18923,0.34274,-0.1708,-0.38704,1.5103
1.4601,-0.079279,-2.1672,1.8288,0.10843,0.084828,-0.87175,-1.4628,-0.70114,0.036512,0.72349,-2.2296,0.52945,0.90243,1.7245,-0.22478,-0.71425,-0.50538,0.1553,-0.17416,-0.8127,0.48476,0.74994,-0.52333,0.69134,-0.96671,2.5048,0.025554,-0.0073652,0.1581,-0.20348,1.1838,0.37439,-0.44253,-0.51238,-0.58189,0.66244,0.17681,0.49589,1.0794,1.0821,1.1005,1.2906,0.11222,1.3262,0.28286,1.5592,-0.59508,-1.962,1.0523,2.1762
4.1137,1.2416,-1.4303,-1.2453,-1.0754,1.4254,0.61536,-1.3049,1.1092,-1.2498,0.39962,-0.62647,-0.38091,0.30364,-0.99039,-0.10291,1.5805,0.39152,0.44632,-0.098028,0.91879,-0.49418,-1.5567,0.61848,0.89981,1.6419,-0.8542,-0.42892,0.7177,0.45561,-0.25187,-0.57945,0.60972,0.25085,1.1199,-0.087892,1.4341,-1.0526,0.69724,-0.90792,0.10836,-0.14443,-0.59191,-0.12576,-1.0015,2.5974,-1.8006,0.39979,0.73211,-1.9436,0.98366
-9.2126,0.63567,1.3436,-1.768,-1.1145,0.30619,-1.0944,0.4145,0.26586,-0.61838,0.76718,-0.95545,0.4791,-0.044154,-0.29583,0.15651,0.95174,-0.27578,-0.86893,0.47584,-1.7009,0.76666,0.39958,-1.2429,-0.45526,-0.092539,-0.24967,-0.086133,0.80095,0.22151,-1.0663,0.56062,-0.78077,-0.77859,-0.5006,-1.2174,-1.1667,0.41447,0.90132,1.7372,1.2293,-1.5727,0.28524,1.2409,0.23731,-0.51641,-1.4522,-0.73461,-0.82618,0.26453,0.11292
-4.0268,-0.11878,0.13805,0.95916,-0.73902,-0.82957,1.0999,-1.0731,1.2118,0.83119,-0.59946,0.8016,0.23098,1.164,-1.3097,0.17282,0.67133,-0.7393,-0.56863,1.6001,-0.46109,-0.37809,1.0277,-0.021554,0.46364,-1.1807,-1.0702,-0.55287,-0.25855,-1.2647,0.25321,-1.0844,0.14331,-0.16151,-0.14582,-0.90855,-2.2116,-0.15716,1.75,-1.6815,1.3555,-0.43428,1.2032,-0.603,1.6449,-0.077317,0.28713,-0.20396,-0.10037,0.53793,0.1968
-2.8005,-0.38456,0.017499,-0.78267,-0.21036,2.147,0.42018,0.13671,-1.0323,-0.85002,-1.3662,0.49347,-1.4222,-1.1468,0.94677,-0.58114,1.3588,-0.53639,-0.97179,-0.65135,-0.4419,-0.97406,0.55068,0.6891,-0.13056,1.1492,-0.68458,0.57448,0.053715,-0.73255,1.845,-1.1163,-0.57362,0.21323,-2.2089,0.13934,-0.35801,0.49856,-0.83759,0.58793,0.90804,1.9946,0.52653,1.6616,-1.1373,-0.042619,-1.3165,-1.4143,0.43436,-2.1197,0.20281
1.9836,-1.1263,-0.3385,-1.8994,2.043,-0.67053,0.79248,-1.5582,-0.8308,0.84308,0.27324,2.889,-0.39391,-1.7076,-0.27384,1.0851,0.87481,2.4091,-1.4616,-0.073851,0.23881,-0.93416,-0.94944,0.48478,0.096223,0.59529,-0.36815,1.1561,0.088767,0.064854,-2.4481,0.86959,0.92716,0.097019,0.16495,0.48744,-1.2453,0.72857,-0.84601,1.0506,-0.34022,0.43758,1.4132,1.899,1.1632,1.2198,1.1048,-1.9259,0.30366,0.82919,0.91882
-2.7695,0.90383,2.9153,-0.043281,0.050995,-0.49043,-0.67504,-0.44645,0.042126,-0.76824,-0.05493,1.9846,-0.62851,-0.19749,0.35,1.9996,-0.40605,-0.10004,0.49542,0.37982,-0.079622,1.2706,-0.53379,-0.49789,0.052668,-1.0265,-0.40043,-0.75908,0.015296,-0.53955,1.0653,-0.166,0.077072,1.2271,-0.32806,0.54506,0.24183,-1.1029,1.1506,-0.24505,0.25362,0.4384,-0.62304,0.22312,-0.091947,0.2254,0.63968,0.17289,-1.4322,1.2805,-0.31016
0.58221,0.85882,-0.68693,1.8435,-1.2417,0.55426,0.78473,-0.9387,0.19375,1.9464,-0.052626,1.4732,-0.51178,-0.045875,-0.451,-1.2964,-1.1333,-0.43339,-0.085306,0.52248,-1.8116,-0.63373,0.35536,0.53973,-0.90805,-1.6215,0.98337,-0.10003,0.92205,0.014749,0.8313,0.16767,0.28202,1.2907,0.59532,0.44436,-1.37,-0.16813,1.4234,-1.6116,0.066779,1.6791,0.91694,0.60868,-0.93557,-0.056391,-0.20491,-0.30649,-0.68345,0.7596,0.32127
-3.2084,-0.16623,-0.14236,0.89775,-0.72082,-1.3667,-0.75256,0.55633,-0.9488,1.0479,-0.47261,-0.41145,-0.27058,-1.001,0.93016,-1.2227,0.63021,-0.63053,0.55775,0.22336,-0.44876,-0.7666,1.3178,-0.74463,-0.95154,0.41811,-0.059764,-0.52298,0.62526,0.66041,1.3154,0.55394,0.77473,0.93552,1.2573,-0.95931,0.43618,-1.6993,-0.4457,-0.6448,0.21555,-0.87125,-1.5115,-1.002,-1.1843,-0.15855,-1.3107,-0.79603,-1.0134,1.682,-0.80038
