%Column 1: Y (Response)
%Columns 2-51: X (covariates from which the true model is constructed)  

0.79077,-0.17825,1.4854,-0.51113,0.22623,-1.9548,-0.54884,-0.21129,-0.30538,0.23373,0.85438,1.4554,0.073082,-1.1797,-0.099075,-2.574,-1.7232,0.84825,0.26254,-1.2097,0.11258,-0.92681,0.4013,-0.56337,1.2399,0.20412,-0.74618,-0.56302,-0.37152,-0.75751,1.8762,-0.34629,-0.82203,3.9374,-0.10432,0.71534,-0.36948,0.082491,-2.2607,2.0969,-0.25894,-0.87269,0.50335,-0.23712,-0.078676,1.3155,-0.47751,-1.0666,0.7326,-0.87367,1.0284
-5.9559,0.65455,0.19794,1.1783,0.56322,4.1798,0.94771,0.50029,-0.72639,0.57747,-0.87247,0.54475,1.8339,1.0079,-0.16464,-0.52377,0.16035,-0.75383,-0.96299,-0.41232,0.12161,-1.5704,-0.37378,0.075856,0.72632,-0.27308,-0.43417,-1.0322,0.2335,-0.85592,-0.0037027,0.14985,0.033044,0.16587,-0.0021619,-0.21721,0.73316,-1.0005,-0.61816,-1.2375,3.1547,-2.4378,-0.5648,-1.7473,0.31462,-0.6735,0.11854,0.99455,0.71626,-0.22566,-0.72238
-3.2861,0.41367,0.078722,0.4392,1.1282,2.112,-0.60609,1.6044,-2.6649,2.1559,0.83247,-0.91913,-1.2034,0.2468,0.63597,-0.76846,0.46412,-0.29669,1.2926,-0.69357,-0.28603,-0.21594,0.21275,0.85991,-0.73174,-0.99855,-1.68,-0.30744,0.14226,-0.55774,1.2631,0.072028,-0.20617,-1.002,0.10485,-0.14062,-1.1945,-0.739,-0.26679,0.24319,-0.19489,-0.80749,0.4754,-0.20147,-0.66539,-0.035148,-0.41919,0.51505,-1.7858,-0.28515,-1.4767
-9.4732,-0.42538,-0.81401,-1.0371,-1.0845,-4.5313,-0.73622,-0.8491,0.22413,-0.36972,0.39473,-1.2153,-0.49732,0.22473,1.5023,1.1656,-0.58017,-0.32874,1.5878,0.15935,1.4393,1.0287,0.87332,-2.18,0.9485,-0.29466,0.89311,0.50628,-0.90601,-1.6055,0.90498,-0.61361,-1.4483,-2.3553,-0.6375,0.21288,-0.44824,0.79991,1.0324,1.2592,-2.0145,-1.3582,-1.9326,0.097964,0.74982,-1.2339,-0.48455,-0.34951,0.12278,1.0172,-0.12776
-1.3844,-0.47685,0.14266,0.58982,0.55016,2.596,-1.6201,1.8487,-0.7842,-0.29447,0.72388,-0.48446,-1.5705,-1.2185,-2.1854,2.0704,-1.3652,-0.68273,0.2856,0.42891,-0.35089,-0.54326,-1.1994,-0.4846,1.0092,-0.41727,-0.23402,0.32256,0.93068,-0.89414,-0.7493,-1.1821,-0.028193,-2.2153,0.10611,0.82539,-0.55174,-0.11161,0.41193,0.42945,-0.59161,0.77,-1.8117,-0.90087,-0.075925,0.32034,1.7519,1.5856,-1.6233,-0.14851,-1.4944
0.54415,0.69766,0.27849,-0.69195,-1.3394,-3.4523,0.42924,0.5329,0.23235,-1.3163,-2.4641,-0.43074,0.27697,0.7296,0.28847,0.54164,-1.1671,-0.52474,0.11839,-1.128,-0.42554,-0.25213,-0.52082,0.085771,-1.2568,0.83024,0.11471,1.0369,-0.67955,-2.0823,1.2637,-1.2308,-0.078571,-1.6489,0.051537,-1.266,-0.11879,0.34843,-0.52961,-2.679,-0.45438,1.6286,-0.62148,0.80563,0.78233,0.51493,1.8812,1.1592,0.021181,0.73721,0.31025
-4.1289,-2.299,0.42041,-1.1803,0.69938,-4.7808,0.10877,-1.3909,-1.5047,0.46937,-0.90748,0.28985,0.43039,-2.5111,-0.40601,0.73867,1.0307,0.44957,0.37968,0.29441,-0.089383,2.2734,-2.3717,-0.072332,0.67098,2.4048,-1.2045,-0.63268,-0.88505,-1.6331,-0.61477,0.3899,-1.5459,1.0704,-0.089178,-0.11215,2.5155,0.96189,0.18636,-0.77233,-1.5943,0.29274,-0.9984,-0.69259,0.72512,0.56938,0.18039,-0.1383,0.39851,-0.26683,1.2535
-3.8456,1.1738,1.419,0.090996,-1.158,0.99196,-0.34753,-1.4927,0.78271,-0.48647,1.5408,0.93434,0.53341,-0.64325,-1.3708,-0.63878,-0.73958,-0.23081,-0.45243,-0.51216,-0.12942,1.7238,1.2743,1.8599,0.29605,-0.69904,-0.15744,-0.92684,0.47282,0.4255,0.44116,-0.47789,-2.0838,0.45486,0.088917,0.55087,-1.2678,0.69854,-0.25473,-0.45832,0.28045,-0.41138,-0.45235,-1.8882,-0.96198,-0.0040167,0.79631,1.0269,-1.9692,-1.3092,-1.4026
-0.33418,0.65539,-1.1471,-0.43297,-0.011538,-1.8864,-0.010057,-0.74585,-0.66711,-0.7523,1.116,0.96055,1.0629,0.59551,-0.35922,-1.0276,0.28318,0.15461,1.3918,0.90633,0.63023,-0.77272,1.004,0.89579,-0.53208,0.84331,1.2834,0.17614,-0.47057,-1.1506,-0.029795,0.60588,-0.52588,3.7125,-0.36083,0.5641,-1.5081,-1.5231,-0.069503,-0.25398,1.3915,-1.0097,0.84796,-0.38257,-1.2853,0.61175,1.2543,-0.21958,1.3296,0.70611,-1.6837
-6.3561,-1.1907,0.5535,-0.17414,1.5422,-0.49293,-0.48173,-0.59112,0.40604,0.65314,-1.6835,1.0137,-1.2886,2.0023,-0.16103,-0.087275,-0.015963,-0.39553,-1.8565,-0.73118,-0.308,0.013931,-0.49355,0.56286,-0.089483,0.43118,-0.082462,-0.44394,-0.29326,-0.13486,-0.35644,0.54068,1.6304,-0.34558,1.3374,0.79263,1.6354,0.84905,0.83133,1.2692,-0.51576,-0.5478,0.33143,-0.98189,-1.0222,-0.49017,-1.5853,-0.47646,-0.06818,-0.73562,-0.24433
